,0,3,1,2,5,4,6,7,8,9
12804,Amn,Isca1,Tnni1,Tlr7,Gm28809,Cyth1,Pstk,Naa40,Akirin2,Serpinb5
12805,Cpne7,Cdadc1,Rasip1,Rnf38,Slc2a1,Pfdn2,Ost4,Crcp,Arrdc3,Hist1h2bp
12806,Gm28050,Tm2d3,6430562O15Rik,Tmem11,Mfsd11,Hectd4,Dyrk1b,Ethe1,Bank1,Trbj1-4
12807,Otoa,Thop1,1700093J21Rik,Idh3g,Prkra,Chtf18,Cryzl1,N6amt1,Snx6,Trav19
12808,C230014O12Rik,Zmat3,Gm11629,Gm17021,Lipa,Mtrf1l,Llph,Sco2,Iglc3,Mogat1
12809,Nacad,6030458C11Rik,Fam184a,Dph1,Errfi1,Psma7,1600010M07Rik,Cenpj,Tbc1d2,Mcmdc2
12810,Cmbl,Acaa1a,Pparg,Serpini1,Ghdc,Dhx32,Tmem268,Chchd5,Mef2c,Crnde
12811,2010310C07Rik,Poc1b,Rab34,Rasd2,Pdp1,Slc35a2,Emsy,Soat1,Letm1,Dcbld2
12812,Gm49172,Ccsap,1700020D05Rik,Vps39,Mutyh,Ccdc174,Farsa,Tbp,Zcrb1,Gm26631
12813,2600014E21Rik,Pign,Zfp652os,Zkscan5,Dnajc10,Ciao1,Ttc21b,Katnb1,Trbv13-1,She
12814,Tmem40,Trappc2,Gm44170,Alg2,Ccdc102a,Phf2,Pacsin2,Rbm48,Zfp62,Hesx1
12815,D830030K20Rik,Tgs1,Gm21814,Anapc4,Gatc,Mynn,Jade1,Dhx30,Ppp1r16a,Nop56
12816,4930473H19Rik,2310009A05Rik,Gm41325,Gm20707,Slc46a3,Borcs5,Usp28,Abi3,Rad52,A930016O22Rik
12817,Plekhh1,Galt,Gnao1,Tpk1,Ndrg2,Ccdc18,Afp,Tssc4,Cep70,Kcnj13
12818,Tlr3,Rela,4930565D16Rik,Ano10,Cox15,Decr2,Cog8,Heg1,Lactb,Prss12
12819,Trav18,4930469K13Rik,Zfp184,Atf5,Idh1,Npc1,Zfp639,Clcf1,Eogt,Per3
12820,Asb15,Dus3l,Pdzd9,Rbm7,Gm15708,Pgap2,2610035D17Rik,Ccdc130,Usp12,Asb14
12821,Ppp1r3f,Rabgef1,Gm13387,Afap1,Gpalpp1,Hopxos,Ptrhd1,C1galt1c1,Sfi1,Sgsm2
12822,Ranbp17,Sec11a,Fam83e,Hist1h4a,Gsdme,Cops7b,Bbs4,E130307A14Rik,Fuz,Gm42658
12823,Gm20342,Cxxc1,Acta1,Khsrp,Rapsn,Setd7,Ick,Mis12,Mettl3,K230015D01Rik
12824,Il18,D10Wsu102e,Lca5l,Ikbkg,Clk2,Pik3c3,Sumf1,Paip1,Slain1,Gm13274
12825,Gnrh1,Fam53c,Carmil3,Ppp1cb,Kpna6,Trim44,Trav9-4,Nagpa,E430002N23Rik,Plet1os
12826,Cp,Clybl,Gm47418,Pcmtd1,Tnfsf10,Ccdc58,Gm7072,Nsun6,Slc7a5,B230208H11Rik
12827,Gm11739,Lonp1,Sema3f,Grasp,Dvl2,Slc6a6,Pgap3,Nup54,Phactr4,Pik3c2b
12828,P4ha2,Ddx54,Tmem136,Wdr11,Klhl9,Timp2,Zhx2,Afmid,Rtn4,Creb3l2
12829,Gm47922,Usp42,E330032C10Rik,Fez2,Cep76,1700097N02Rik,Tut1,Tmem183a,Mid1,Usp54
12830,9930004E17Rik,Zfp683,2810029C07Rik,Mospd1,Abitram,Srp54a,Fbxl5,Spen,Mt2,Hspa12a
12831,AV039307,Bfar,D830036C21Rik,Phlpp2,Gstk1,Ccdc59,Fadd,Acss1,Paip2b,Wdr60
12832,F630206G17Rik,Fcgrt,Gm49894,Cmpk1,Usp30,Mfn2,Gan,Trmt13,Rad54l2,Gnrh1
12833,Iqcd,Rae1,Cysltr1,Adnp,Slfn9,Ldlrad4,Rbm47,Opa3,Zfp143,Trav12-1
12834,Ccr10,Nt5c2,Gm48604,Cst6,Zbtb14,Slc26a2,Hsdl2,Plk1,Slc25a10,Cfap77
12835,Gm14698,Vps37c,Gm36608,8430430B14Rik,Cmtr1,Ccdc6,Pigs,Hmmr,Pik3r5,Has3
12836,Gm29395,Tvp23b,Clcn2,Mrnip,Znrd1as,Sh3rf1,Kcnq1ot1,Bud31,Zfyve1,Rbm20
12837,Gm14320,Cpsf7,Dnd1,Mettl27,Xpo5,Mat2b,Gm27162,Ccne1,1600014C10Rik,Sorbs3
12838,Gm43714,Dnajc24,B230303O12Rik,Zfpl1,Ddhd2,Arfip2,Tmem186,Trbv1,Rft1,Gm44851
12839,Gm47639,Pias1,A430110L20Rik,Zfp287,1500015A07Rik,Zfp944,Mpnd,Nudt18,Slc38a9,BC024063
12840,C730002L08Rik,0610030E20Rik,Gm28731,Gm17767,Hsf4,Lpcat4,2900097C17Rik,Txndc12,Mapre3,Trav13d-4
12841,Slc36a1os,Slc25a30,Dscam,Prpf31,1110059E24Rik,Gpsm2,Lsm11,Rcl1,Zup1,AC121792.1
12842,Gm15629,Hmbox1,Gm34106,Zfp825,Tprn,Milr1,Gm49359,Zc3h3,Cyb5d1,Trav9d-1
12843,Gm47392,Rtraf,Rab42,Zswim7,Gm43305,Fam216a,Pyroxd1,Mrps27,Nanp,Asb5
12844,Tmem132a,Slc30a6,A430106G13Rik,Rab33b,Gm49980,Zfp322a,Snupn,Nol12,Cdk10,Trav7-1
12845,Muc13,Akap11,Efcab12,Fcmr,Apobr,Terf2,Tmem106a,Vps45,Bcat2,Rims3
12846,Raet1d,Gpr160,Gm47644,Cln6,Gm19391,E330009J07Rik,Fam98c,Ncln,Zfp382,Rab30
12847,Gm39822,Tmem219,C78197,Gne,Lrmp,Mrfap1,Ncdn,Mettl6,Atrip,Gm48116
12848,Gm33926,Lmf1,Hpgd,Zfp580,Lbh,Sertad3,Pgm2l1,Wipf2,Zbtb7a,Cct6a
12849,Erg,Pgam5,Gm26679,Gm41790,Grb7,8030462N17Rik,Tceanc2,Kcnq5,Sdc4,Sept4
12850,Adgrl3,Prkab1,Traj4,Wsb2,Klc1,Rbm38,Mtg1,Aatf,Sap30bp,Gm9970
12851,Vwa3a,Dnajc19,Gm26562,Cyth4,D330050I16Rik,Dcaf8,Il1rap,Nceh1,Gtf2a1,Zcchc3
12852,Tek,Fopnl,Trav14-1,Amy1,Slc35e1,Laptm4a,Foxk1,Zfp574,Trappc13,D930007J09Rik
12853,Capn12,Tgfbr1,Gm2044,Nuak2,Ppp3r1,Krr1,Rhbdf2,Smim19,Selenon,Gm12359
12854,Gabbr2,Nol11,B430010I23Rik,Hmgxb3,Ly6d,Usp45,E230001N04Rik,Gfm2,Asb3,Tulp2
12855,D430019H16Rik,Iars2,Gm26588,E030030I06Rik,Ppp2r1b,Pdcd7,Rnf103,Nol9,Patl1,Gm47230
12856,Cfap73,Clec16a,Lsmem2,Ttc9c,Ints4,2810001G20Rik,Cdr2,Blvra,Tnnt1,Ston1
12857,Stra8,Chn2,4930500F04Rik,Tram1,Spsb2,Mcph1,Wbp11,Clcc1,Tjp3,Amd2
12858,Liph,Tnfsf9,Gm11815,Plcg2,Tmem143,Pigq,Gimap1,Patl1,Taf6,Zfp772
12859,1700027A07Rik,Dnajc4,Lin28b,Tsc1,Mief1,Abcc1,Arel1,Oat,Timm13,Abcg2
12860,S100a5,Zfp831,1700108J01Rik,Slc39a7,Bag4,Gab3,Oxsr1,Flcn,Bms1,Gm4673
12861,Ccdc83,Ddx23,Ptprr,Ahi1,Iglc3,Ada,Arnt2,Hist1h3c,Fcmr,A630035G10Rik
12862,Gm16118,Dhrs7b,Sspn,Rnase6,Lat2,Smc4,Mef2d,H2-T24,Gm19391,Gm8817
12863,Gm36447,Zfp652,Ccdc7b,Ubr7,Slc25a33,Pqlc2,Calcrl,R3hdm4,Dpm2,Clcn2
12864,Gm26981,Xrcc5,Gm35167,Rnpepl1,Blm,Pcgf5,Sema4f,Lysmd2,Uhrf1bp1l,Gm35867
12865,4930526L06Rik,Golga2,Klrc3,G0s2,Cxcl10,Haus7,Cr1l,Hdhd2,Slc4a1ap,2810414N06Rik
12866,Slit1,2610002M06Rik,D6Ertd527e,6530409C15Rik,Slpi,Trappc13,Agtpbp1,Dennd6a,Nfia,Rasgrp3
12867,1700040D17Rik,Atr,Gm45081,Pde1c,Prkaa1,Sema7a,Mapre3,Hddc2,Mpi,Gm27241
12868,Tm4sf20,Chpf,D030051J21Rik,Nup37,Zfp809,Zswim8,Casp6,Taf3,Txndc9,Fbln1
12869,Gm38102,Irf2bp2,Il19,Itgam,Otulin,Kctd2,Eif2a,Mtfmt,Atg10,Tpd52l1
12870,Oscar,Pde2a,Dhh,Gm10143,Igsf23,Midn,Frmd6,E330020D12Rik,Gzmc,Dnase1l2
12871,Gm48824,Nudt3,Gm6980,S100a1,Ephx1,Stub1,Mllt11,R3hdm2,Timm17b,Gm26586
12872,Zfp781,Dtx2,Gm46349,Dnajc11,Polg,2810004N23Rik,Trav4-3,Selenop,Papss1,Spsb1
12873,Nudt12,Ankra2,Myo1b,Arl5b,Pcbp4,Tmem129,Mcfd2,Nfatc2ip,Alg14,Mast1
12874,Gm48905,Samd1,Oca2,A630072M18Rik,Mt2,Timm13,Mbtd1,Snx25,Sav1,Gm17529
12875,Pou2f3,Pqlc2,Klk1b24,Tmem171,Cers5,Haus5,4833439L19Rik,AC149090.1,Nop16,Gm38405
12876,Tagln3,Pmepa1,Ppp1r42,Rint1,Atad5,Ewsr1,Ankle1,Tmem260,Asap2,Klhl35
12877,Gm13833,Zfp668,Gm47140,Gm43813,Brpf1,Cby1,Rad54b,Med24,Ptch1,A430033K04Rik
12878,1700087I21Rik,Ctdp1,Esam,Cd180,Ears2,Daam1,Nudcd1,Nudt14,Uqcc3,Gm47210
12879,Eps8l2,Neu1,Elovl2,Mmgt1,Sav1,Cwf19l2,Eml5,Zfp212,Samd4b,Gm14410
12880,Gm9530,Il2rg,Sstr3,Ngdn,Eri2,Ccdc93,Tgfbrap1,Klc1,Rnf24,Zfp790
12881,4930512J16Rik,Ddx49,Plin4,Cacybp,Scyl2,Zfp217,Mast2,AU040320,Heca,Slc19a2
12882,A1cf,Commd7,1700027F09Rik,Dhrs4,Tmem18,Nup214,Gpld1,Rc3h2,Crip2,Trav6-3
12883,A230107N01Rik,Ing1,5033417F24Rik,Slc35a1,Zfpm1,Als2,Cln6,Sun1,Zfp934,Gm43653
12884,Gm50146,Ifi47,Slc15a1,Ppp2r3c,Cpt1a,Med16,Rab24,Tmem11,Entpd5,5430402O13Rik
12885,Inpp5j,Rtel1,Rmrp,Il20rb,Sumf1,4931406P16Rik,Trav10,Mprip,Lrrc47,9630013D21Rik
12886,Gm44037,Capn7,Spag17,Siah1b,Vmac,Tmem68,Wdr90,Agpat4,Gng3,Gm15706
12887,Gm20485,S100a1,Gm42555,Ears2,Slc12a4,Setd1b,Ccng2,Mrpl39,Coasy,Gm42984
12888,4930511M06Rik,Zdhhc15,Zfp457,Poli,Alcam,Atg2a,Chst2,Rmnd1,Nfic,Clec11a
12889,Klra17,Tmem11,Gm32027,Ripor1,Coq8b,Rcn1,Drap1,Tpk1,Pqlc2,Traj23
12890,Gm31805,Crebrf,Stab1,Brf1,Whamm,Magi3,Slfn9,Trbv16,Tnpo2,Pigo
12891,Samd12,Rel,Rhd,Nceh1,Gstz1,Srd5a3,Rbmxl1,Enox2,Imp4,Vangl2
12892,Gm30198,Tmcc1,Lix1,Tspyl2,Gaa,Diaph2,Mul1,Jade1,Cox7b,Sh3gl3
12893,4930459C07Rik,Dis3,Slc40a1,Rgs11,Tmbim1,Zfyve19,Otud6b,D1Ertd622e,Etfdh,Gm14820
12894,Gm37592,Fbxl14,Clstn3,Ptrhd1,Pja2,Ecd,Acad9,Pik3c2a,Dhx29,4930426L09Rik
12895,Gm8113,Mri1,Gm48607,Serpine2,Dhx35,Lta,Aar2,Cd55,Dnttip1,Morn1
12896,Gm15567,Zmym2,Gm16552,Rnf181,Tars2,Pgrmc2,Traf6,Zcchc10,Fxr1,Dennd5b
12897,Slc22a23,Nt5e,Trpv4,Prkdc,Alkbh2,Hgsnat,Slc35g1,Wdr45b,Mrtfb,C230066G23Rik
12898,Nid1,Mcmbp,Gm2629,Bcap29,Smg5,Mrps36,Med25,Flywch1,Carmil2,Gm17399
12899,Gm14401,Ndc1,Ict1os,Dhx33,Dna2,Apopt1,Cdon,Pole3,Tsen15,Gm11423
12900,Chil6,Gopc,1700017D01Rik,Nupl2,Haus2,Cep95,Narf,Ate1,Lsm1,Rd3
12901,4732463B04Rik,Gm16754,Bmx,Ctso,Arfgap3,Pknox1,4930522L14Rik,Ginm1,Aga,Gm48960
12902,Lrrc34,Usp3,Flg,Prr3,Palm,Osm,Zfp35,Samd4b,Setdb2,Sgip1
12903,Pnpla1,Stxbp3,Gm2415,Tmed1,Rhbdd2,Dohh,Wdr53,Slc52a2,Safb2,Dph2
12904,Ighv1-66,Hic1,Gm42742,Adgre5,Ddx59,Ercc6l,A630014C17Rik,Atad2,Aplf,Gm28942
12905,Grm7,Slc38a9,2610528A11Rik,H2-Q10,Znfx1,Ints1,Gm2000,Mtmr9,Rbck1,Trbv20
12906,Chil1,Cops7b,4931431B13Rik,Trub2,Gpr146,Aamp,Mrps2,Atl2,Itsn1,Star
12907,Nxf2,Rcsd1,Lmod3,A730081D07Rik,Abca7,Med20,Atp11c,Stn1,Polr1d,Gm15265
12908,Gm15996,Cyhr1,Opn1sw,Tsc2,Il1rapl1,4933412E12Rik,Rbm34,Gle1,Zfp746,Zrsr1
12909,Ankrd34b,Mtif3,Gm26834,Gm5141,Pias3,Rexo1,Plscr3,Chka,Gm15446,Coro2b
12910,Gm12333,Sema7a,Abra,Tpm3-rs7,Ampd2,Tnfsf9,Lrp10,Edc3,Zfp994,Gm16283
12911,Gm46404,Vapa,Gm47450,Armc5,2010001A14Rik,Mrpl3,Gtf3c3,Tbc1d10b,Arap1,Gm11767
12912,Mylk2,Prpf4b,Srgap3,Arhgap18,St3gal4,Ndufaf5,Setd6,Scly,Snrnp70,St6galnac2
12913,Gm9885,Cgrrf1,Klra1,Stradb,Luzp1,Cluap1,Nr4a3,Prpsap2,Lancl3,Airn
12914,Creb3l4,Ppm1a,4930439D14Rik,Gpr34,U2surp,Atxn7l3,Eif2s3x,Car5b,Ift46,Gm16278
12915,Gm50163,Tmem241,Slfn4,Cbx2,Kcnj8,Usf2,Bbc3,Hif1an,Coq9,Adgrv1
12916,Nfix,Ncoa5,4930590J08Rik,Trim35,Cwc25,Map4k4,Tle4,Zfp26,Klf16,Ttn
12917,Dnhd1,Gbe1,Tle2,Atp6v0d1,Igkc,Fancc,Ninj2,Klhl28,Fam50a,5830444B04Rik
12918,D130020L05Rik,Aar2,Trav7n-4,Dctd,Brca1,Dennd6a,Sco2,Tubgcp2,Gm27162,Smyd3
12919,Areg,G3bp1,Gm8953,Gm11713,Cyp51,Wdr45,Gm15708,Scai,R3hcc1l,Klhl4
12920,Tcrg-C1,Xrcc1,Slc22a21,Zbtb8a,Ppp1r15a,Pin4,Miat,Amn1,Cdca7l,B930095G15Rik
12921,Czib,Zbtb25,Ctnnd2,Tfip11,Lgmn,Mcrip1,Gtf2h2,Tmem63a,Ago1,Gm30211
12922,Lrfn1,Ewsr1,Nectin4,Trav10,Ankrd10,Apobr,Rarg,Phf23,Ppcs,Camk2n2
12923,Gapdhs,Nom1,Gm41804,Tmtc2,Ggact,Bet1,2810408I11Rik,Zfp652,4833407H14Rik,Gm11342
12924,Itgb1bp2,Ezh1,Gna14,Zscan22,Anln,Scrn3,Washc5,Baiap3,Asb7,Cdc42bpg
12925,Dcdc2b,Fam45a,Anxa9,Rela,Chsy1,Taok2,Ercc3,Lpin1,Gnb4,Gm43331
12926,Jag2,Gstt3,Cdh5,Smyd2,Srsf1,Kif23,Lpar6,Tmco6,Rbbp6,Shf
12927,Mfsd13b,Xrcc6,Clic3,Gm47782,Klk1b9,Spen,Lrr1,Uhmk1,Sbno1,Sh2d4b
12928,E230013L22Rik,Trmt6,Chn1os3,Mtdh,Kctd13,Umps,Lrig1,Xrcc4,Pomgnt1,Krt222
12929,Trav11n,Lmbrd2,Fam209,Pgrmc2,Pqlc2,Rfxank,Zfp687,Tmem108,Cyhr1,Tbx6
12930,Igkv1-110,H2-Oa,Trav7d-3,Tbc1d10a,Mgst3,Acad9,Tnrc18,Map3k7,Diablo,Gm16741
12931,Pacc1,Mbd4,1700112H15Rik,Vti1a,Orc2,Haus2,Mvp,Cars,Oaz2,Gm15675
12932,Gm17017,Zc3h12a,Srcin1,Rab22a,Hist1h4d,Anapc10,Gm49797,Pwp1,2810006K23Rik,Matn2
12933,Brsk2,Ilvbl,Trim72,Yars2,Stradb,Net1,Hist1h4c,Csnk1e,Ccar1,Trav14-3
12934,Hhla1,Slc9a7,Gm11027,Cep104,Rad17,Kmt2d,Gpn3,Rhbdd1,Rpf2,Impg2
12935,Gm26562,Taf5l,Aldh3a1,Rab28,Slc16a6,Atp11c,Scd2,Sfswap,Slc25a30,Gm14321
12936,Gm48689,Pabpn1,Gm43635,Neil1,Acap3,Mrps17,Ormdl3,Tbc1d22a,Gm30373,Qsox2
12937,Podn,Slc7a1,Lgi4,Pbx3,Nme4,Chek1,Them4,Hps3,Cacna1i,Gm19265
12938,Gabrd,Ints3,Erich3,E130208F15Rik,Ube2z,Ints4,Abcc1,Plagl2,Grb7,Aars2
12939,Gm19967,Bloc1s3,Gm43732,Izumo4,Wee1,Bpgm,Adam15,Hjurp,Zdhhc12,5830405F06Rik
12940,Traj40,Cetn4,Asic3,Mdn1,Ahi1,Wrap53,Hace1,Cdc20,Vps26b,Gm15420
12941,C78197,Fyttd1,Frmd3,Ppif,Ccr8,Vipas39,Slc39a10,Tbc1d20,Adamts10,Gm45615
12942,Lrig3,Usp45,Gm47389,Relt,Sord,Nol12,Slc7a1,Ing5,Mbtps1,Gm15927
12943,Gdf9,Slc4a2,Bcl6b,Mapkap1,Cwc22,Zbtb32,Abcd4,Fam3a,Atg5,Gm12454
12944,Ccdc114,Tmem237,Gm15344,Ccdc69,Hsd17b7,Rhot2,Dusp19,Xdh,Elk4,Gprasp2
12945,Gm38250,Fam214a,Gchfr,Nccrp1,Slc15a4,Hddc2,Ptdss2,Polr3a,Mrpl10,2200002D01Rik
12946,D930015M05Rik,Itpripl1,Cep126,Arid4a,Pvrig,Odr4,Asna1,Dtl,Cipc,Serpinc1
12947,1700120B22Rik,Ubxn2b,Aif1l,Syngr3,Agap2,Rbm5,Zbtb43,Rai1,Ms4a1,Lef1os1
12948,Gm45250,Ufl1,Clcnkb,Zfp932,Anks1b,Pcid2,Ppt2,Clasp1,Ndrg1,Gm15336
12949,Olfr1033,Gch1,Slc1a2,Nr2c2ap,Nmrk1,Tor1b,Mphosph10,Ggta1,Iars,4930539J05Rik
12950,Kank3,Tmem260,Cfap97d2,Dennd4c,Ppp1r2,Rnf149,Dcp1b,BC029722,Spg21,Mios
12951,Gls2,Ube2q1,Gnat2,Tom1l2,Dclre1b,Ripk2,Pcnx,Sertad3,Osbpl11,A930012O16Rik
12952,Fv1,Ccdc18,Smim6,Cnnm2,Gnl3l,Taz,Pwp1,Nbeal2,Tnip2,4930414N06Rik
12953,Kcnab3,Zfp266,Arhgef17,Arv1,Khk,Rars2,Sgsh,Tm2d3,Zmat2,Ica1l
12954,Ly6m,Rpusd4,Hpcal4,Tbc1d16,Fcmr,Gtpbp3,Zfp865,Calhm6,Gm17745,Gm10392
12955,Gm10135,Lrrc40,Fam183b,Arglu1,Zfp410,Fancd2,Bcdin3d,Mycbp,Marcks,A330009N23Rik
12956,Gm45029,Ilf2,Gm31651,A530072M11Rik,Aldh3a2,Zfp740,Fah,Cdyl,Slc25a25,Hoxaas3
12957,Gm29055,Mon2,Gm27188,Kansl2,Fkbpl,Ncor2,Nudt7,Ccdc92,BC031181,Gucy1a1
12958,1700047A11Rik,Tmem50b,Gm47633,Cdkl3,Dtx1,Gm33104,4930581F22Rik,Pip5k1a,Kcnj8,Samd3
12959,2010308F09Rik,Slc35b4,Gm28277,Wdr53,Naa80,Spast,Rsrp1,Rnaseh2a,B230307C23Rik,Slain1os
12960,Gm26619,Trim56,Gm3892,Ccne2,Wiz,Tapt1,Spast,Smpd1,Rhbdd1,4833445I07Rik
12961,1810024B03Rik,Plcg2,Tmem72,Cdkn2aip,Ms4a1,G3bp2,Tmem165,Tceanc2,Gas2l3,Tsen2
12962,Gm50103,Crtap,Gm13782,Pias3,Polh,Numa1,Trav12-2,Tfrc,Zfp251,Zfp248
12963,Gm30034,Lrrc57,Iqank1,AI504432,Ighmbp2,Pelo,Slc35e2,Setd4,Atxn1l,Urb1
12964,Bvht,Ip6k2,Gm5532,Ddx11,Smyd5,Bms1,Cdc7,Stxbp2,Gzf1,Cmss1
12965,Igha,Dnaaf5,Klhl4,Czib,Gzmc,Armh3,Cdh24,Itm2a,Tti1,Gm36208
12966,Gm14597,Gm867,Gm44709,Fbh1,Hk1os,Dtx2,Mettl14,Zfp787,Rtn4rl1,F2
12967,BC048644,Zbtb17,Ripor3,Fam126a,F2rl3,Fbxw17,Nsmce3,Ncaph,Cyb561d1,1600002D24Rik
12968,Gm43646,Ncoa7,4921525O09Rik,1500004A13Rik,Acox3,Nus1,Pigv,Hccs,Pus1,Hist3h2a
12969,Agbl4,Msto1,Cc2d2a,1700062C10Rik,Dnase1l1,Ipcef1,Knop1,Ndufaf5,Ercc6,Btbd11
12970,Gm47957,Tomm5,D830035M03Rik,Stoml2,Zfp64,Flnb,Spata24,Aga,Alkbh7,Gm44702
12971,Abcd2,Prpf31,1700081N11Rik,Triobp,Mrm3,Hsph1,Anapc7,Arl4a,Epas1,1700048O20Rik
12972,Myrfl,Gpank1,Gm21781,Pard6a,Ly86,Pdha1,Tex9,Odf2,Cep85l,Kbtbd8
12973,Gm12207,Tsen15,Rab33a,Atxn3,Tent5c,Twistnb,Coq10a,Rufy2,Nr3c1,Tert
12974,Gm4221,Zdhhc12,B4galnt2,Rpsa,Pml,Snip1,Magohb,Fam214a,Arrb2,4933433G19Rik
12975,Klf1,Gm42031,Tepp,Acp2,Trbv26,Rbks,Drg2,Rad54l2,Rfx1,Plekha6
12976,Gm32250,Tbc1d23,Cfap300,Hibadh,Zfp868,Edc3,Trav7-4,Ctdsp1,Gle1,C230038L03Rik
12977,Gm44731,Hectd3,Sprn,Rab20,Myo18a,5033430I15Rik,Slc10a3,Fbxo34,Ppp2r5b,Gm44226
12978,Cbs,Ythdc2,Dusp18,Zfat,Vps33a,Alkbh4,Med20,Tnf,Milr1,E230034D01Rik
12979,Itpr3,Armt1,Trbv12-3,Rbm4,Tpm3-rs7,Pten,Cdkn2a,Ripk1,Noc4l,Pard6b
12980,A730011C13Rik,Lpar5,1700064M15Rik,Hist2h2be,C2cd2l,1110038F14Rik,Erf,Foxred1,Rapsn,Bcar3
12981,Arpp21,Hist1h4c,Oaf,Zfp626,Zfp668,Rab10os,Gm16754,Vcpip1,Tmem185b,Egf
12982,Awat2,Igsf8,4933405D12Rik,Mcfd2,Gm15417,Gm26782,Slc39a3,Mknk1,Apobec1,Zfp764
12983,Calr3,2010016I18Rik,Tmem40,Ppil3,Arhgap27os3,Pik3r5,Zkscan14,Hmg20a,Ccdc127,Ppp2r3a
12984,Mroh5,Gstcd,2600014E21Rik,Coq9,Wdr81,Aven,Slc33a1,Parp6,Rnf38,Nrg4
12985,B230319C09Rik,Prmt9,Lsmem1,Hus1,D6Wsu163e,Eaf1,Hint3,Lin52,Tmem238,Cntd1
12986,Sult1a1,Pcyox1l,1700030C12Rik,Ier3,Plod3,Lpar5,Btbd10,Zdhhc16,Mrpl55,Cnrip1
12987,Zfp202,Mib1,4930505N22Rik,Scmh1,Cnot10,Mdp1,Pvrig,St3gal6,Yeats2,Zfp40
12988,Gm14123,Phf23,Dusp13,Itgax,Lyn,Slf1,6030458C11Rik,Phf5a,Eif1ad,Gm10138
12989,Proca1,Wwox,Zfp174,Osgepl1,Cd99l2,Saal1,Nsrp1,Pole2,Gtf2h1,Hyal1
12990,Lyzl4,Aff1,Gpr15,Elk3,Polr3e,Zfp281,Pde4dip,Adamts6,Slc35a2,Dock8
12991,Gm35507,Golga5,AI182371,Gm9889,Slc22a15,Mtg2,Klrb1f,Dhx57,Hist1h3a,Gm527
12992,Zfp879,Fam13b,Car15,Lrrc25,Aqp3,Atraid,Nceh1,Mtr,Clec2l,Gm42067
12993,Pnck,Tyw5,Aqp11,Dnlz,Fam118a,Larp7,Rprd2,Rtca,Cct3,Mst1
12994,Fam217b,Med16,Xcr1,Slc22a5,Safb,Usf3,Gm7879,Ints1,Psmb10,Wfs1
12995,4930404A12Rik,Agpat1,Olfr530,Fbxo28,Gm17251,Psmc3ip,Mcoln1,Tmem184c,Hspbp1,Irf6
12996,Slc35f3,Mettl26,Smarcd3,Gm29585,Sox4,Rrp7a,Rnf7,Nedd1,Zfp983,Zfp667
12997,Gm34921,Zc3h15,Olfm2,Srsf5,Zscan21,A630001G21Rik,Exo1,Glb1,Enkd1,Trbj2-4
12998,Rnf150,Ddx3x,2210406O10Rik,Rbm10,Dph1,Slc35a1,Ccl25,Haus1,Zfp644,C530008M17Rik
12999,Cited1,Pot1a,Gm47460,H2-DMb1,Gspt1,Slc4a2,Zfp472,Mdfic,Pwwp2a,Padi1
13000,Kdr,Sf3a2,Nexn,Pcyox1l,Jun,Arfgap1,Tmx4,Glyr1,Tiparp,Catspere2
13001,Tmem150c,Sec23a,Gm37229,Acad11,Dnajc25,Pop1,Dis3l,Sntb2,Larp1b,Gm47680
13002,Npas4,Phf20l1,Gm11626,mt-Nd5,Hspa1b,Washc2,Gzmm,Dpp9,Mtf2,Ryr3
13003,Pcdh7,Alg3,Psma8,Zfp738,Tec,Scai,Clk2,Acadm,Smu1,Clk1
13004,Gm7644,Isg20l2,Gm36548,Trbv20,Rab3a,Rptor,R3hdm2,Dcaf17,Prpf6,Rasd1
13005,Creg2,Acap3,Ifitm5,Cbx3,Cd68,Mysm1,Dclre1b,Sars2,Eif2ak4,Zfp438
13006,Zswim5,Praf2,Gm36355,Zfp54,Zbtb24,Tjap1,Banf1,Bop1,Smad1,Gm16214
13007,5730522E02Rik,Fbxo8,Gm50133,Zfp511,Rpap2,Slfn9,Slc25a32,Scarb2,Runx2os1,Sardh
13008,Gm8773,Insl6,Syt5,Sbf2,Aktip,Fbxl20,Hint2,Nup188,Heatr5a,Gm10130
13009,Gm16014,Klhl20,Rbfox2,Gm16124,Arid3a,Mrpl9,Gar1,Ip6k2,Mllt11,Gm12353
13010,Loxl3,Ngdn,Tmprss3,Klhl11,Dis3l,Racgap1,Tti2,Pxmp4,Rbm22,Ribc1
13011,Gm33424,Atp6v0c,Smim22,Qtrt2,Rara,Csnk1e,Trav3-3,Zfp746,Gm36975,Zfp937
13012,Nbea,Cela1,Cryab,Nadk2,Abhd17b,Cbfa2t2,Srek1ip1,Gfi1,E330009J07Rik,Ect2l
13013,4933430L12Rik,Gls,Ankrd7,Krit1,Nfil3,Pip5k1c,Tbc1d7,Ttpal,Opa3,Apoa2
13014,Gm46516,Tmem184b,Gm41821,Trim14,D10Wsu102e,Zfp444,Msra,Dtx1,Nagk,Gm50196
13015,Gm7324,Hacd3,Runx2os2,Edem2,Stk11ip,Rnf215,Kat6b,Slc7a1,Iqsec1,Fbxo47
13016,Egr4,Ngrn,Gm15655,Nfix,Runx2os1,Exoc1,Mtmr9,Abca2,Rexo4,Eid2
13017,Gm4107,Arfip1,1700069B07Rik,Ccdc51,Sdad1,Usp32,Palm,Klhdc4,Whamm,Trav6-4
